EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
472070,EAST SLOPES NORTHERN CASCADES (ZONE), ,08/19/2013,1300,Wildfire, , ,0,0,0,0,WA,PST-8, ,78466,Z,42,OTX,0,0,Fire Department/Rescue, , , , , , , , ,08/29/2013,1200, , , , ,"","The wildfire burned through 1468 acres of timber, brush, and grass five miles northeast of Leavenworth.  The cause of the fire is still under investigation.  No structures were lost in this fire.",1
472078,SPOKANE AREA (ZONE), ,08/20/2013,1200,Wildfire, , ,0,0,2000,0,WA,PST-8, ,78468,Z,36,OTX,0,0,Broadcast Media, , , , , , , , ,08/20/2013,1700, , , , ,"","A small wildfire quickly grew to 51 acres along Depot Springs Road in south Spokane County due to breezy winds.  The fire burned through tall grass, meadows, and timber patches.  The fire began between Spangle and Cheney around 1200 PST and was contained by 1600 PST.  Five homes were threatened but none were burned.  Two miles of new fencing was burned in the fire.",2
468830,BENTON CO.,KENNEWICK VISTA ARPT,08/25/2013,1700,Thunderstorm Wind,52.00, ,0,0,0,0,WA,PST-8,EG,77725,C,5,PDT,0,0,Amateur Radio, , , ,2,SE,2,SE,KENNEWICK VISTA ARPT,08/25/2013,1700,46.2,-119.17,46.2,-119.17,"Tree limbs approx 4-7 inches in diameter down from thunderstorm wind gusts.","A line of thunderstorms rolled through the basin area on Sunday August 25th. Some of which had: heavy rain, blowing dust, strong gusty winds, and hail. The highest wind speed measured was 71 MPH and the largest hail reported was 0.875 inches.",3
468831,FRANKLIN CO.,(PSC)TRI-CITIES ARPT,08/25/2013,1704,Thunderstorm Wind,52.00, ,0,0,0,0,WA,PST-8,MG,77725,C,21,PDT,0,0,ASOS, , , ,0,N,0,N,(PSC)TRI-CITIES ARPT,08/25/2013,1704,46.27,-119.12,46.27,-119.12,"","A line of thunderstorms rolled through the basin area on Sunday August 25th. Some of which had: heavy rain, blowing dust, strong gusty winds, and hail. The highest wind speed measured was 71 MPH and the largest hail reported was 0.875 inches.",4
468832,BENTON CO.,NORTH RICHLAND,08/25/2013,1715,Thunderstorm Wind,62.00, ,0,0,0,0,WA,PST-8,MG,77725,C,5,PDT,0,0,Mesonet, , , ,9,N,9,N,NORTH RICHLAND,08/25/2013,1715,46.46,-119.29,46.46,-119.29,"","A line of thunderstorms rolled through the basin area on Sunday August 25th. Some of which had: heavy rain, blowing dust, strong gusty winds, and hail. The highest wind speed measured was 71 MPH and the largest hail reported was 0.875 inches.",5
468833,BENTON CO.,WEST RICHLAND,08/25/2013,1715,Thunderstorm Wind,56.00, ,0,0,0,0,WA,PST-8,MG,77725,C,5,PDT,0,0,Mesonet, , , ,3,N,3,N,WEST RICHLAND,08/25/2013,1715,46.36,-119.33,46.36,-119.33,"","A line of thunderstorms rolled through the basin area on Sunday August 25th. Some of which had: heavy rain, blowing dust, strong gusty winds, and hail. The highest wind speed measured was 71 MPH and the largest hail reported was 0.875 inches.",6
464230,ADAMS CO.,OTHELLO ARPT,08/25/2013,1745,Thunderstorm Wind,52.00, ,0,0,20000,0,WA,PST-8,EG,76925,C,1,OTX,0,0,Utility Company, , , ,4,SSW,1,ESE,LIND,08/25/2013,1835,46.7489,-119.1,46.9674,-118.6084,"Several trees and power lines were knocked down from strong thunderstorm winds across east and southeastern sections of Othello.  Reports from the utility company included:  power lines down from a fallen tree two miles southeast of Othello, a downed power pole six miles southeast of Othello, and another power pole downed six miles southeast of Warden.  A newspaper also reported at least eight large trees blown down in the town of Lind.  The downed trees resulted in damage to fences and power lines.","A stationary trough of low pressure along the Pacific Northwest Coastline resulted in moist, unstable, southwesterly flow over the Inland Northwest.  A shortwave embedded within the flow, triggered thunderstorms during the afternoon hours of August 25, 2013.  The storms originated in the Lower Columbia Basin and quickly moved through the Basin and into the northern mountain regions of Washington and the Idaho Panhandle.  A strong squall line emerged from this activity which created damaging winds resulting in a dust storm and numerous downed trees and power lines.  There was one fatality and one injury at campground from a large tree falling on a tent.  Several other areas experienced property damage.",7
464238,GRANT CO.,MOSES LAKE,08/25/2013,1810,Thunderstorm Wind,52.00, ,0,0,20000,0,WA,PST-8,EG,76925,C,25,OTX,0,0,Utility Company, , , ,1,SE,1,NNW,GRAND COULEE,08/25/2013,1935,47.1104,-119.2648,47.9398,-119.0067,"Roughly fifty customers in the Mae Valley subdivision of Moses Lake lost power when strong thunderstorm winds damaged five different power poles holding transmission lines.|As the gust front moved into northern sections of Grant County, law enforcement reported numerous trees and power poles downed in and around Grand Coulee.  Overall, 6500 customers loss power across Grant County during the storm.","A stationary trough of low pressure along the Pacific Northwest Coastline resulted in moist, unstable, southwesterly flow over the Inland Northwest.  A shortwave embedded within the flow, triggered thunderstorms during the afternoon hours of August 25, 2013.  The storms originated in the Lower Columbia Basin and quickly moved through the Basin and into the northern mountain regions of Washington and the Idaho Panhandle.  A strong squall line emerged from this activity which created damaging winds resulting in a dust storm and numerous downed trees and power lines.  There was one fatality and one injury at campground from a large tree falling on a tent.  Several other areas experienced property damage.",8
464246,UPPER COLUMBIA BASIN (ZONE), ,08/25/2013,1820,Dust Storm, , ,0,0,0,0,WA,PST-8, ,76925,Z,35,OTX,0,0,Trained Spotter, , , , , , , , ,08/25/2013,1835, , , , ,"A thunderstorm squall resulted in a dust storm across the Columbia Basin.  A trained spotter in Ritzville reported the dust storm and shared pictures which illustrated a wall of dust a couple hundred feet tall coupled with low visibility.","A stationary trough of low pressure along the Pacific Northwest Coastline resulted in moist, unstable, southwesterly flow over the Inland Northwest.  A shortwave embedded within the flow, triggered thunderstorms during the afternoon hours of August 25, 2013.  The storms originated in the Lower Columbia Basin and quickly moved through the Basin and into the northern mountain regions of Washington and the Idaho Panhandle.  A strong squall line emerged from this activity which created damaging winds resulting in a dust storm and numerous downed trees and power lines.  There was one fatality and one injury at campground from a large tree falling on a tent.  Several other areas experienced property damage.",9
470546,SPOKANE CO.,AMBER,08/25/2013,1845,Thunderstorm Wind,54.00, ,0,0,80000,0,WA,PST-8,MG,76925,C,63,OTX,0,0,Trained Spotter, , , ,6,SW,2,NE,ELK,08/25/2013,2010,47.2868,-117.7899,48.0373,-117.2502,"The Spokane NWS clocked a wind gust of 62 mph on the RSOIS.  Numerous trees, some large, were downed in Nine Mile Falls area, especially along West Charles Road.  Some trees were uprooted and other were snapped halfway up the trunk.  Trees fell on a combination of roofs, outbuildings, fences, and power lines resulting in multiple power outages.  A large tree was uprooted along Highway 2 in the Deep Creek community.  A large tree fell on a power line in Chattaroy leading to 178 power outages.","A stationary trough of low pressure along the Pacific Northwest Coastline resulted in moist, unstable, southwesterly flow over the Inland Northwest.  A shortwave embedded within the flow, triggered thunderstorms during the afternoon hours of August 25, 2013.  The storms originated in the Lower Columbia Basin and quickly moved through the Basin and into the northern mountain regions of Washington and the Idaho Panhandle.  A strong squall line emerged from this activity which created damaging winds resulting in a dust storm and numerous downed trees and power lines.  There was one fatality and one injury at campground from a large tree falling on a tent.  Several other areas experienced property damage.",10
465273,LINCOLN CO.,DOWNS,08/25/2013,1855,Thunderstorm Wind,56.00, ,0,0,80000,0,WA,PST-8,MG,76925,C,43,OTX,0,0,NWS Storm Survey, , , ,12,S,3,ENE,MILES,08/25/2013,1955,47.1907,-118.3626,47.9425,-118.2239,"In the town of Harrington, two large trees were split.  One tree was located on the golf course and second on 5th and Sherlock.  No damage was noted to the property.  Widespread two to four inch branches were scattered on ground around town.  The Odessa Agrimet Sensor clocked a peak wind gust of 57 miles per hour.  Several trees were downed in Davenport but no property damage was reported.  One tree did land on a powerline leading to 29 power outages.  A large tree was blown down at the Sherman Cemetary.  A greenhouse was destroyed on a property located seven miles north of Reardan.  The Spring Canyon RAWS located three miles southeast of Coulee Dam clocked a wind gust of 65 miles per hour.  The storm also knocked down multiple trees at the Lakeview Terrace mobile home park.  Two mobile homes were damaged.","A stationary trough of low pressure along the Pacific Northwest Coastline resulted in moist, unstable, southwesterly flow over the Inland Northwest.  A shortwave embedded within the flow, triggered thunderstorms during the afternoon hours of August 25, 2013.  The storms originated in the Lower Columbia Basin and quickly moved through the Basin and into the northern mountain regions of Washington and the Idaho Panhandle.  A strong squall line emerged from this activity which created damaging winds resulting in a dust storm and numerous downed trees and power lines.  There was one fatality and one injury at campground from a large tree falling on a tent.  Several other areas experienced property damage.",11
471757,OKANOGAN CO.,COULEE DAM,08/25/2013,1928,Thunderstorm Wind,56.00, ,0,0,100000,0,WA,PST-8,EG,76925,C,47,OTX,0,0,Law Enforcement, , , ,2,SSE,0,N,KOOTZVILLE,08/25/2013,1945,47.9486,-118.9552,48.0267,-118.9504,"Numerous trees and power lines were downed within and around Coulee City.  Downed trees blocked roads, damaged vehicles, boat trailers, street signs, and homes.  A large tree fell across State Route 155 closing the highway for over three hours.  The roof was partially torn off at the Coulee Dam Casino.  Several signs were also damaged at the casino.  Due to the roof damage, moderate rains trailing behind the wind resulted in water damage to portions of the casino and offices.  The Spring Canyon RAWS located three miles southeast of Coulee Dam clocked a wind gust of 65 miles per hour.","A stationary trough of low pressure along the Pacific Northwest Coastline resulted in moist, unstable, southwesterly flow over the Inland Northwest.  A shortwave embedded within the flow, triggered thunderstorms during the afternoon hours of August 25, 2013.  The storms originated in the Lower Columbia Basin and quickly moved through the Basin and into the northern mountain regions of Washington and the Idaho Panhandle.  A strong squall line emerged from this activity which created damaging winds resulting in a dust storm and numerous downed trees and power lines.  There was one fatality and one injury at campground from a large tree falling on a tent.  Several other areas experienced property damage.",12
