EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5603150,MASON CO.,BELFAIR,07/05/1997,930,Lightning, , ,0,0,70000,0,WA,PST, ,2065092,C,45,SEW,0,0, , , , , , , , ,BELFAIR,07/05/1997,930, , , , ,"Lightning started a fire which destroyed a garage.","",1
5603149,KING CO.,KENT,07/05/1997,1230,Lightning, , ,0,2,0,0,WA,PST, ,2065091,C,33,SEW,0,0, , , , , , , , ,KENT,07/05/1997,1230, , , , ,"Two people, a 30 year old woman and a 24 year old man, suffered minor injuries after being struck by lightning.  Both were indirect hits, with one of the strikes travelling through a chain link fence before zapping the woman.","",2
5606534,OKANOGAN CO.,TONASKET,07/05/1997,1630,Hail,1.25, ,0,0,40000,0,WA,PST, ,2065920,C,47,OTX,0,0, , , , ,15,SW,15,SW,TONASKET,07/05/1997,1630,48.55,-119.67,48.55,-119.67,"1 1/4 inch hail and 70 mph wind from newspaper reports.  Boats damaged and vehicles overturned at Lake Conconully","",3
5606530,FERRY CO.,REPUBLIC,07/05/1997,1740,Hail,.75, ,0,0,0,0,WA,PST, ,2065920,C,19,OTX,0,0, , , , , , , , ,REPUBLIC,07/05/1997,1740,48.65,-118.75,48.65,-118.75,"Newspaper reported 3/4 inch hail.  Power outages on west side of town","",4
5606531,FERRY CO.,REPUBLIC,07/05/1997,1755,Thunderstorm Wind,80, ,0,0,5000,0,WA,PST, ,2065920,C,19,OTX,0,0, , , , , , , , ,REPUBLIC,07/05/1997,1755,48.65,-118.75,48.65,-118.75,"Newspaper reported 80 mph wind.  Trees down (aprox. 20) and power outages","",5
5606533,STEVENS CO.,KETTLE FALLS,07/05/1997,1900,Lightning, , ,0,0,0,0,WA,PST, ,2065920,C,65,OTX,0,0, , , , , , , , ,KETTLE FALLS,07/05/1997,1900, , , , ,"Lightning damage to a power transformer.  All power to town is out","",6
5603151,C&E WHATCOM/E SKAGIT/E SNOHMISH (ZONE), ,07/09/1997,0,Flood, , ,0,0,0,0,WA,PST, ,2065093,Z,17,SEW,0,0, , , , , , , , , ,07/09/1997,1000, , , , ,"The Skagit at Concrete crested at 32.4 ft, about 4 ft over flood stage, at 11 am pdt.  It crested at 29.2 ft at Mount Vernon 10 hours earlier.  Flood stage for both gages is 28.0 ft.  Damage estimates strawberry crop at 20 to 30 percent loss and about the same for raspberries.  Peas and corn also suffered damage.","",7
5606605,WHITMAN CO.,PULLMAN,07/21/1997,1420,Hail,.75, ,0,0,0,0,WA,PST, ,2065920,C,75,OTX,0,0, , , , , , , , ,PULLMAN,07/21/1997,1420,46.73,-117.18,46.73,-117.18,"3/4 inch hail reported by sheriff's office","",8
5606606,SPOKANE CO.,SPOKANE,07/21/1997,1445,Hail,.75, ,0,0,0,0,WA,PST, ,2065920,C,63,OTX,0,0, , , , , , , , ,SPOKANE,07/21/1997,1445,47.67,-117.42,47.67,-117.42,"3/4 inch hail reported by a spotter","",9
5606607,SPOKANE CO.,DEER PARK,07/21/1997,1450,Hail,1.00, ,0,0,0,0,WA,PST, ,2065920,C,63,OTX,0,0, , , , , , , , ,DEER PARK,07/21/1997,1450,47.95,-117.47,47.95,-117.47,"1 inch hail reported by a radio station","",10
