EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
142771,SEATTLE/BREMERTON AREA (ZONE), ,12/25/2008,0,Winter Weather, , ,0,0,0,0,WA,PST-8, ,24251,Z,508,SEW,0,0,Newspaper, , , , , , , , ,12/25/2008,2355, , , , ,"The winter storms over the past 10 days cost the city of Seattle about 850,000 dollars, this was not damage, but amount spent on personnel, equipment, and materials to combat the snow and ice.","Another weather system brought more snow to parts of the western Washington interior.",1
142665,SOUTHWEST INTERIOR (ZONE), ,12/25/2008,455,Winter Weather, , ,0,0,350000,0,WA,PST-8, ,24251,Z,504,SEW,0,0,Newspaper, , , , , , , , ,12/25/2008,455, , , , ,"In the Olympia school district, about 2500 square feet of Capital High School's roof collapsed under the weight of more than a foot of heavy snow that had accumulated for about a week.","Another weather system brought more snow to parts of the western Washington interior.",2
146034,SOUTHWEST INTERIOR (ZONE), ,12/25/2008,900,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,25039,Z,20,PQR,0,0,Trained Spotter, , , , , , , , ,12/25/2008,1730, , , , ,"A snow storm produced 6 to 10 inches in the Willapa Hills on Christmas Day.","A quick moving storm system brought heavy snow accumulations to southwest Washington on Christmas Day.",3
146033,LOWER COLUMBIA (ZONE), ,12/25/2008,900,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,25039,Z,22,PQR,0,0,Trained Spotter, , , , , , , , ,12/25/2008,1730, , , , ,"A snow storm produced 4 to 10 inches across the Lower Columbia region of southwest Washington on Christmas Day. Some reports include 6 to 10 inches in Woodland and 4 inches in Kalama.","A quick moving storm system brought heavy snow accumulations to southwest Washington on Christmas Day.",4
141135,EAST PUGET SOUND LOWLANDS (ZONE), ,12/25/2008,915,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,24251,Z,505,SEW,0,0,Trained Spotter, , , , , , , , ,12/25/2008,1316, , , , ,"Heavy snow of 4 inches fell.","Another weather system brought more snow to parts of the western Washington interior.",5
141137,HOOD CANAL AREA (ZONE), ,12/25/2008,915,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,24251,Z,511,SEW,0,0,Trained Spotter, , , , , , , , ,12/25/2008,1316, , , , ,"Heavy snow of 9 inches fell.","Another weather system brought more snow to parts of the western Washington interior.",6
141136,EASTERN STRAIT OF JUAN DE FUCA (ZONE), ,12/25/2008,915,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,24251,Z,514,SEW,0,0,Trained Spotter, , , , , , , , ,12/25/2008,1316, , , , ,"Heavy snow of 4 inches fell.","Another weather system brought more snow to parts of the western Washington interior.",7
143868,SOUTH WASHINGTON CASCADES (ZONE), ,12/26/2008,1400,Winter Storm, , ,0,0,0,0,WA,PST-8, ,24725,Z,19,PQR,0,0,Other Federal Agency, , , , , , , , ,12/28/2008,1600, , , , ,"Thirteen to 15 inches of snow fell in the southwest Washington Cascades.","Another December storm system brought heavy snow accumulations to the north Oregon Cascades.",8
141104,EAST SLOPES OF THE CENTRAL CASCADES (ZONE), ,12/26/2008,1500,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,24247,Z,501,PDT,0,0,Trained Spotter, , , , , , , , ,12/28/2008,1400, , , , ,"","A warm advection pattern brought heavy snowfall to the east slopes of the Cascades and to the Blue Mountains.  Snowfall amounts in inches included Touchet SnoTel(11), Ski Bluewood(10), Easton(14), Cle Elum(8).",9
141324,EAST SLOPES NORTHERN CASCADES (ZONE), ,12/26/2008,1500,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,24194,Z,42,OTX,0,0,Trained Spotter, , , , , , , , ,12/28/2008,600, , , , ,"","A strong warm front brought heavy snow to much of Central and Eastern Washington.  On the Palouse, gusty winds also contributed to poor visibility with blowing and drifting snow.  This led to the closure of State routes 272 and 27.  In Spokane, the weight of snow on roofs started to become a problem.  After the snow had ended a woman from Rockford, 20 miles southeast of Spokane, suffocated to death after snow had apparently fell from her rooftop and buried her while shoveling snow.  The weight of the snow at a hotel caused three historic ceiling tiles to crash to the lobby floor.  A business in the Spokane Valley experienced a roof collapse.  After this storm Spokane County declared a state of emergency.  The Palouse also began to see roof collapses, with a couple reported in Colfax.  Storm total snow accumulations ranged from four to eight inches with locally higher amounts.  Some of the higher totals include 12 inches 15 miles north-northwest of Leavenworth.  Ten inches were reported in Rosalia, seven miles south of Liberty Lake, and four miles west of Anatone.",10
