EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
796991,BLUE MOUNTAIN FOOTHILLS (ZONE), ,02/11/2019,200,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133113,Z,29,PDT,0,0,Trained Spotter, , , , , , , , ,02/11/2019,2300, , , , ,"","A winter storm lasting from the 10th to the 12th of February brought extreme snowfall to the east slopes of the Washington Cascades and Columbia River Gorge with heavy snowfall for the Columbia Basin, Simcoe Highlands and Blue Mountains. Snowfall totals at Snoqualmie Pass neared four and a half feet over 48 hours resulting in the pass being closed for over 72 hours for snow removal and avalanche mitigation. Just after the initial closure a fatal motor vehicle accident (indirect) occurred near Hyak when a tractor trailer crashed into a concrete barrier. Over 300 vehicles became stranded on the pass when the interstate was shut down. They were eventually led to safety on the 12th of February in a Washington State DOT and State Police convoy. Additional storm total snowfall accumulations of 38 inches at Trout Lake, 15 to 22 inches in the Columbia River Gorge, 8 to 12 inches in the Simcoe Highlands, 10 to 12 inches in the Northwest Blue Mountains and 4 to 6 inches in the Blue Mountain foothills were recorded.",1
799091,EASTERN STRAIT OF JUAN DE FUCA (ZONE), ,02/11/2019,300,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,514,SEW,0,0,Mesonet, , , , , , , , ,02/12/2019,300, , , , ,"There were numerous reports of 3-13 inches.","A major snowstorm blanketed Western Washington with heavy snow.",2
799093,WESTERN STRAIT OF JUAN DE FUCA (ZONE), ,02/11/2019,300,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,515,SEW,0,0,Trained Spotter, , , , , , , , ,02/12/2019,300, , , , ,"A trained spotter reported 9 inches of new snow.","A major snowstorm blanketed Western Washington with heavy snow.",3
799084,EVERETT AND VICINITY (ZONE), ,02/11/2019,1200,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,507,SEW,0,0,Mesonet, , , , , , , , ,02/12/2019,1200, , , , ,"There were numerous reports of 3-7 inches.","A major snowstorm blanketed Western Washington with heavy snow.",4
799086,SEATTLE AND VICINITY (ZONE), ,02/11/2019,1200,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,558,SEW,0,0,ASOS, , , , , , , , ,02/12/2019,1200, , , , ,"There were several obs above 4 inches including 6 inches at KSEA on the 11th.","A major snowstorm blanketed Western Washington with heavy snow.",5
799089,EAST PUGET SOUND LOWLANDS (ZONE), ,02/11/2019,1300,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,555,SEW,0,0,Mesonet, , , , , , , , ,02/12/2019,1300, , , , ,"There were numerous reports of 5-10 inches.","A major snowstorm blanketed Western Washington with heavy snow.",6
799081,WESTERN WHATCOM COUNTY (ZONE), ,02/11/2019,1500,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,503,SEW,0,0,Mesonet, , , , , , , , ,02/12/2019,1500, , , , ,"There were numerous reports of 4-8 inches.","A major snowstorm blanketed Western Washington with heavy snow.",7
799095,LOWER CHEHALIS VALLEY AREA (ZONE), ,02/11/2019,1500,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,512,SEW,0,0,Mesonet, , , , , , , , ,02/12/2019,1500, , , , ,"There were reports of 4-6 inches.","A major snowstorm blanketed Western Washington with heavy snow.",8
799094,SOUTHWEST INTERIOR (ZONE), ,02/11/2019,1500,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,504,SEW,0,0,Mesonet, , , , , , , , ,02/12/2019,1500, , , , ,"Numerous reports were of more than 1 foot of snow.","A major snowstorm blanketed Western Washington with heavy snow.",9
799090,HOOD CANAL AREA (ZONE), ,02/11/2019,1500,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,133566,Z,511,SEW,0,0,Mesonet, , , , , , , , ,02/12/2019,1500, , , , ,"There were reports of 1-2 feet of snow, highest on the west side.","A major snowstorm blanketed Western Washington with heavy snow.",10
