EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
677091,WASHINGTON PALOUSE (ZONE), ,01/30/2017,2000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,113188,Z,33,OTX,0,0,Trained Spotter, , , , , , , , ,01/31/2017,900, , , , ,"Four inches of new snow accumulation was reported from Palouse.","During the night of January 30th through the morning of January 31st a stalled front provided a focusing mechanism for bands of snow showers over southeastern Washington. Whitman County was under the axis of the most persistent snow showers with local snow accumulations of 4 to 5 inches. The Blue Mountains of extreme southeast Washington also received significant snow accumulations.",1
677097,LOWER GARFIELD & ASOTIN (ZONE), ,01/30/2017,2000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,113188,Z,32,OTX,0,0,Trained Spotter, , , , , , , , ,01/31/2017,2100, , , , ,"The Bluewood Ski Resort reported 6 inches of new snow.","During the night of January 30th through the morning of January 31st a stalled front provided a focusing mechanism for bands of snow showers over southeastern Washington. Whitman County was under the axis of the most persistent snow showers with local snow accumulations of 4 to 5 inches. The Blue Mountains of extreme southeast Washington also received significant snow accumulations.",2
677095,LOWER GARFIELD & ASOTIN (ZONE), ,01/30/2017,2000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,113188,Z,32,OTX,0,0,Trained Spotter, , , , , , , , ,01/31/2017,2100, , , , ,"A spotter near Asotin reported a total of 5 inches of new snow accumulation.","During the night of January 30th through the morning of January 31st a stalled front provided a focusing mechanism for bands of snow showers over southeastern Washington. Whitman County was under the axis of the most persistent snow showers with local snow accumulations of 4 to 5 inches. The Blue Mountains of extreme southeast Washington also received significant snow accumulations.",3
677094,WASHINGTON PALOUSE (ZONE), ,01/30/2017,2000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,113188,Z,33,OTX,0,0,Newspaper, , , , , , , , ,01/31/2017,900, , , , ,"Photographs from local newspapers indicated 4 to 5 inches of new snow fell in Colfax during the night of January 30th through the morning of January 31st.","During the night of January 30th through the morning of January 31st a stalled front provided a focusing mechanism for bands of snow showers over southeastern Washington. Whitman County was under the axis of the most persistent snow showers with local snow accumulations of 4 to 5 inches. The Blue Mountains of extreme southeast Washington also received significant snow accumulations.",4
677236,LOWER COLUMBIA BASIN (ZONE), ,01/31/2017,300,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,113208,Z,28,PDT,0,0,Trained Spotter, , , , , , , , ,01/31/2017,1800, , , , ,"Measured snow fall of 4 inches at Touchet, in Walla Walla county.","A system produced significant snow over portions of the Columbia Basin of Washington and Oregon.",5
677235,BLUE MOUNTAIN FOOTHILLS (ZONE), ,01/31/2017,345,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,113208,Z,29,PDT,0,0,COOP Observer, , , , , , , , ,01/31/2017,1800, , , , ,"Measured snow fall of 5 inches at Walla Walla, in Walla Walla county.","A system produced significant snow over portions of the Columbia Basin of Washington and Oregon.",6
673033,EAST PUGET SOUND LOWLANDS (ZONE), ,02/01/2017,1108,High Wind,61.00, ,0,0,500000,0,WA,PST-8,MG,112716,Z,555,SEW,0,0,RAWS, , , , , , , , ,02/02/2017,808, , , , ,"Spotter 5 miles west of Enumclaw reported gusts to 63 mph with trees down and power out at 440 PM on Feb 1.  Another spotter 1 mile northeast of Enumclaw reported 63 mph gusts at 1208 PM on Feb 1.  The Enumclaw RAWS reported 31g70 mph from 1108 AM on Feb 1 to 808 AM on Feb 2.","High wind occurred in an easterly wind event around Enumclaw.",7
682814,EAST SLOPES OF THE WASHINGTON CASCADES (ZONE), ,02/02/2017,500,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,114007,Z,520,PDT,0,0,Trained Spotter, , , , , , , , ,02/04/2017,900, , , , ,"Storm total snow accumulation of 15.5 inches with 12.5 inches in the past 24 hours, 1 mile NNW of Glenwood in Klickitat county.","A Pacific system spread wintry precipitation across the Pacific Northwest.",8
677447,NORTHEAST MOUNTAINS (ZONE), ,02/03/2017,800,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,113225,Z,37,OTX,0,0,CoCoRaHS, , , , , , , , ,02/04/2017,1300, , , , ,"An observer near Northport recorded 6.3 inches of new snow accumulation.","A deep Pacific moisture feed became directed into eastern Washington beginning on  February 3rd and continuing through February 5th. Enhancing into precipitation along a warm front, initially heavy snow was recorded over the northeastern Columbia Basin on February 4th, but turned to rain and ended on the 5th as the front moved north of the area. In the northeastern Washington mountains and valleys the warm front stalled and accumulating snow continued through February 5th before a cold front pushed the moisture feed out of the area and allowed a break in the winter weather.",9
677448,NORTHEAST MOUNTAINS (ZONE), ,02/03/2017,800,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,113225,Z,37,OTX,0,0,COOP Observer, , , , , , , , ,02/04/2017,1300, , , , ,"An observer at Boundary Dam recorded 7.5 inches of new snow accumulation.","A deep Pacific moisture feed became directed into eastern Washington beginning on  February 3rd and continuing through February 5th. Enhancing into precipitation along a warm front, initially heavy snow was recorded over the northeastern Columbia Basin on February 4th, but turned to rain and ended on the 5th as the front moved north of the area. In the northeastern Washington mountains and valleys the warm front stalled and accumulating snow continued through February 5th before a cold front pushed the moisture feed out of the area and allowed a break in the winter weather.",10
