EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
734149,EAST SLOPES OF THE WASHINGTON CASCADES (ZONE), ,01/23/2018,720,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,122600,Z,520,PDT,0,0,Trained Spotter, , , , , , , , ,01/24/2018,715, , , , ,"Measured snow accumulation of 13 inches, 7 miles NNW of Easton in western Kittitas county.","A Pacific system brought snow to Kittitas county January 23rd and 24th.  Heavy snow accumulated over the western portions of the county.",1
805505,CASCADES OF WHATCOM AND SKAGIT COUNTIES (ZONE), ,01/23/2018,800,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,134424,Z,567,SEW,0,0,Other Federal Agency, , , , , , , , ,01/24/2018,500, , , , ,"Mt. Baker received 21 inches of snow in 21 hours.","Heavy snow fell at Mt. Baker, Snoqualmie Pass, Alpental, and Stevens Pass.",2
805506,CASCADES OF SNOHOMISH AND KING COUNTIES (ZONE), ,01/23/2018,800,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,134424,Z,568,SEW,0,0,Other Federal Agency, , , , , , , , ,01/24/2018,600, , , , ,"Stevens Pass received 12 inches of snow in 12 hours.  Snoqualmie Pass received 18 inches of snow in 22 hours.  Alpental received 18 inches of snow in 19 hours.","Heavy snow fell at Mt. Baker, Snoqualmie Pass, Alpental, and Stevens Pass.",3
737444,SOUTHWEST INTERIOR (ZONE), ,01/23/2018,901,High Wind,57.00, ,0,0,0,0,WA,PST-8,MG,122989,Z,20,PQR,0,0,RAWS, , , , , , , , ,01/23/2018,1301, , , , ,"Abernathy RAWS recorded wind gusts up to 66 mph.","Low pressure moving into British Columbia pushed a cold front across western Washington. This brought strong southerly winds to coastal beaches and headlands and the Willapa Hills.",4
730058,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,COOP Observer, , , , , , , , ,01/24/2018,400, , , , ,"The COOP observer at Leavenworth reported 10.0 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",5
730055,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,Public, , , , , , , , ,01/24/2018,400, , , , ,"A member of the public near Leavenworth reported 8.0 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",6
730054,OKANOGAN VALLEY (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,43,OTX,0,0,COOP Observer, , , , , , , , ,01/24/2018,400, , , , ,"The COOP observer at Chief Joseph Dam recorded 5.5 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",7
730053,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,Public, , , , , , , , ,01/24/2018,400, , , , ,"A member of the public near Telma reported 8.5 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",8
730051,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,COOP Observer, , , , , , , , ,01/24/2018,400, , , , ,"The COOP observer at Plain recorded 8.6 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",9
730050,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,COOP Observer, , , , , , , , ,01/24/2018,400, , , , ,"The COOP observer at Mazama recorded 7.5 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",10
730049,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,COOP Observer, , , , , , , , ,01/24/2018,400, , , , ,"The COOP observer at Winthrop recorded 7.5 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",11
730048,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,COOP Observer, , , , , , , , ,01/24/2018,400, , , , ,"The COOP observer at Stehekin recorded 11.0 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",12
730045,OKANOGAN VALLEY (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,43,OTX,0,0,Social Media, , , , , , , , ,01/24/2018,400, , , , ,"A member of the public near Riverside reported 6.0 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",13
730044,OKANOGAN VALLEY (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,43,OTX,0,0,Trained Spotter, , , , , , , , ,01/24/2018,400, , , , ,"A weather spotter near Pateros reported 6.0 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",14
730043,OKANOGAN VALLEY (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,43,OTX,0,0,Social Media, , , , , , , , ,01/24/2018,400, , , , ,"A member of the public near Brewster reported 4.0 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",15
730042,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,COOP Observer, , , , , , , , ,01/24/2018,400, , , , ,"The COOP observer at Holden Village recorded 13.3 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",16
730065,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,Park/Forest Service, , , , , , , , ,01/24/2018,400, , , , ,"An observer at Lake Wenatchee State Park reported 10.6 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",17
730060,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,CoCoRaHS, , , , , , , , ,01/24/2018,400, , , , ,"An observer near Ardenvoir reported 6.5 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",18
730059,EAST SLOPES NORTHERN CASCADES (ZONE), ,01/23/2018,1000,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,42,OTX,0,0,COOP Observer, , , , , , , , ,01/24/2018,400, , , , ,"The COOP observer at Leavenworth reported 10.0 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",19
730061,OKANOGAN HIGHLANDS (ZONE), ,01/23/2018,1200,Heavy Snow, , ,0,0,0,0,WA,PST-8, ,121643,Z,38,OTX,0,0,Public, , , , , , , , ,01/24/2018,800, , , , ,"A member of the public near Chesaw reported 10.0 inches of new snow accumulation.","During the afternoon of January 23rd a warm front formed over eastern Washington and North Idaho fed by a deep and favorably directed fetch of Pacific moisture. The front became stationary and produced a 24 to 36 hour period of light to moderate snow impacting the mountains and valleys of the Cascades and northeastern Washington. The Okanogan Valley also received heavy snow from this storm system. The Columbia Basin was in the warm sector of this storm system and received mostly rain with 2 to 5 inches of wet snow noted in the far western basin near the Cascades and on the Waterville Plateau.",20
