EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5287246,W OKANOGAN/C&W CHELAN (ZONE), ,03/10/2002,2200,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132136,Z,42,OTX,0,0,OFFICIAL NWS OBS., , , , , , , , ,03/11/2002,1800, , , , ,"","Moist jet stream winds from the west-southwest were directly pointed into the Cascade mountains for most of the day on March 11, bringing heavy snow to the mountains and the upper reaches of the major valleys. Snowfall totals include:  Stevens Pass...25", Holden Village...24", Lake Wenatchee...19.5", and Mazama...14".",1
5287353,W OKANOGAN/C&W CHELAN (ZONE), ,03/11/2002,700,High Wind,85, ,0,0,0,0,WA,PST,M,1132144,Z,42,OTX,0,0,PARK/FOREST SERVICE, , , , , , , , ,03/11/2002,1500, , , , ,"","Jet stream winds located directly over the Northwest brought high winds to the ridge tops east of the crest of the northern Washington Cascades.  The avalanche sensor atop Mission Ridge (elevation 6740 feet) measured sustained winds in excess of 50 mph for 8 hours.  The peak wind gust of 98 mph was measured at 200 PM.  Valley locations did not experience high winds on this day.",2
5287251,WHITMAN CO.,OAKESDALE,03/11/2002,1200,Flood, , ,0,0,0,0,WA,PST, ,1132139,C,75,OTX,0,0,NEWSPAPER, , , ,5,NE,5,NE,OAKESDALE,03/12/2002,1200, , , , ,"","The combination of rain and melting snow pushed some small streams out of their banks in the Palouse region.  WA Highway 27 had to be closed for about 24 hours between Tekoa and Oakesdale as high waters from Pine Creek overflowed the road.  This same general area in the northern Palouse received 7 or more inches of snow less than a week earlier (see Heavy Snow entries).",3
5280489,GRAYS HARBOR CO.,OCEAN SHRS,03/12/2002,1000,Storm Surge/Tide, , ,0,0,0,0,WA,PST, ,1131518,C,27,SEW,0,0,TRAINED SPOTTER, , , , , , , ,OCEAN SHRS,03/12/2002,2000, , , , ,"25 foot seas combined with high tides cause minor coastal flooding near the north jetty of Grays Harbor","",4
5286204,SW CLARK (ZONE), ,03/15/2002,300,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132076,Z,39,PQR,0,0,TRAINED SPOTTER, , , , , , , , ,03/17/2002,1200, , , , ,"","Snow blanketed Southwest Washington with 3 inches at Stevenson, 4 inches on Livingston Mountain, 3 inches at Brush Prairie, 2 inches at Salmon Creek, Camas, and Vancouver, and 1 inch at Washougal.",5
5286205,X S SKAMANIA/X SE CLARK (ZONE), ,03/15/2002,300,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132076,Z,23,PQR,0,0,TRAINED SPOTTER, , , , , , , , ,03/17/2002,1200, , , , ,"","Snow blanketed Southwest Washington with 3 inches at Stevenson, 4 inches on Livingston Mountain, 3 inches at Brush Prairie, 2 inches at Salmon Creek, Camas, and Vancouver, and 1 inch at Washougal.",6
5287248,NORTHEAST MOUNTAINS (ZONE), ,03/15/2002,1800,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132138,Z,37,OTX,0,0,OFFICIAL NWS OBS., , , , , , , , ,03/17/2002,600, , , , ,"","A warm front moving into an unstable air mass brought heavy snow to part of far northern Washington.  Snowfall totals include: 49 Degrees North Ski Area...34", Moses Mountain SNOTEL...15", Bunchgrass Meadows SNOTEL...12", Republic...7", 15 W Okanogan...7", 2 S Mallott...6", 11 E Tonasket...5.5", Colville...5", 18 NE Wauconda...4", 1 E Barstow...4", Chief Joseph Dam...3.8", and Tonasket...3.5".",7
5287250,OKANOGAN VALLEY (ZONE), ,03/15/2002,1800,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132138,Z,43,OTX,0,0,OFFICIAL NWS OBS., , , , , , , , ,03/17/2002,600, , , , ,"","A warm front moving into an unstable air mass brought heavy snow to part of far northern Washington.  Snowfall totals include: 49 Degrees North Ski Area...34", Moses Mountain SNOTEL...15", Bunchgrass Meadows SNOTEL...12", Republic...7", 15 W Okanogan...7", 2 S Mallott...6", 11 E Tonasket...5.5", Colville...5", 18 NE Wauconda...4", 1 E Barstow...4", Chief Joseph Dam...3.8", and Tonasket...3.5".",8
5287249,OKANOGAN HIGHLANDS (ZONE), ,03/15/2002,1800,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132138,Z,38,OTX,0,0,OFFICIAL NWS OBS., , , , , , , , ,03/17/2002,600, , , , ,"","A warm front moving into an unstable air mass brought heavy snow to part of far northern Washington.  Snowfall totals include: 49 Degrees North Ski Area...34", Moses Mountain SNOTEL...15", Bunchgrass Meadows SNOTEL...12", Republic...7", 15 W Okanogan...7", 2 S Mallott...6", 11 E Tonasket...5.5", Colville...5", 18 NE Wauconda...4", 1 E Barstow...4", Chief Joseph Dam...3.8", and Tonasket...3.5".",9
5287252,WHITMAN & EXTREME SE SPOKANE (ZONE), ,03/17/2002,300,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132140,Z,33,OTX,0,0,OFFICIAL NWS OBS., , , , , , , , ,03/17/2002,900, , , , ,"","A narrow band of heavy snow set up over the northern Washington Palouse as cold arctic air moved in from the north and interacted with moisture spreading up from the south.  9.5 inches of snow fell at Oakesdale.",10
5286716,EAST SLOPES SOUTHERN CASCADES (ZONE), ,03/18/2002,1200,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132117,Z,25,PDT,0,0,AMATEUR RADIO, , , , , , , , ,03/18/2002,2120, , , , ,"11.5 inches new snow 7 miles northwest of Easton and 12 inches at Cle Elum in Kittitas County.","",11
5286715,W KITTITAS/W YAKIMA/W KLICKITAT T X SW (ZONE), ,03/18/2002,1815,Avalanche, , ,0,0,0,0,WA,PST, ,1132116,Z,25,PDT,0,0,NEWSPAPER, , , , , , , , ,03/18/2002,1815, , , , ,"Two men caught in avalanche 10 miles west of Easton in Lost Lake area of Kittitas County.","",12
5287354,EAST SLOPES NORTHERN CASCADES (ZONE), ,03/19/2002,200,High Wind,92, ,0,0,0,0,WA,PST,M,1132145,Z,42,OTX,0,0,PARK/FOREST SERVICE, , , , , , , , ,03/20/2002,200, , , , ,"","The same jet stream winds that brought exceptionally heavy snow to the Cascades also brought high winds to the ridge tops east of the crest of the northern Washington Cascades.  The avalanche sensor atop Mission Ridge (elevation 6740 feet) measured sustained winds in excess of 50 mph for over 24 hours.  The peak wind gust of 106 mph was measured at 700 PM on the 19th.  Valley locations did not experience high winds on this day.",13
5287350,NE LINCOLN/SPOKANE X EXTREME N PART (ZONE), ,03/19/2002,600,Heavy Snow, , ,0,0,0,0,WA,PST, ,1132143,Z,36,OTX,0,0,OFFICIAL NWS OBS., , , , , , , , ,03/20/2002,1800, , , , ,"","A strong moisture-laden jet stream from the west-northwest in combination with a polar air mass arriving from Canada brought exceptionally heavy snow to parts of eastern Washington on this first day of spring.  Heavy snowfall in the immediate Spokane area resulted when a stationary band of heavy snow developed over central Spokane County and remained in the same place for nearly 12 hours.  Far northern and southern parts of Spokane County received one inch or less of snow.  In the Cascades, this exceptionally heavy snow pounded the passes for two straight days, closing Stevens Pass to traffic from the afternoon of the 19th through the morning of the 20th due to the avalanche threat.  The west-northwest trajectory of the jet stream was also conducive for pushing heavy snow past the crest and into the upper reaches of the major valleys.  Snowfall totals with this storm include:  Stevens Pass...36", Holden Village...24", 49 Degrees North Ski Area...22", Harts Pass SNOTEL...22", Lake Wenatchee...18", Plain...16", Stehekin...15", Blewett Pass...14", Mount Spokane Ski Area...12", Mission Ridge Ski Area...11+", NWS Spokane...7.7", Bodie Mountain...5", Spokane International Airport...4.5", Boundary Dam...4", Davenport...3.2", and Northport...3".  The snowfall total of 4.5" at the Spokane International Airport is the heaviest snow to fall so late in the season.",14
