EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
64888,WESTERN WHATCOM COUNTY (ZONE), ,11/09/2007,403,High Wind,64.00, ,0,0,0,0,WA,PST-8,MG,11822,Z,503,SEW,0,0,Trained Spotter, , , , , , , , ,11/09/2007,403, , , , ,"A spotter reported a wind gust of 74 mph.","A few weather spotters reported high wind gusts.",1
64889,WESTERN STRAIT OF JUAN DE FUCA (ZONE), ,11/11/2007,1503,High Wind,53.00, ,0,0,0,0,WA,PST-8,MG,11822,Z,515,SEW,0,0,Trained Spotter, , , , , , , , ,11/11/2007,1503, , , , ,"A spotter reported a wind gust of 61 mph.","A few weather spotters reported high wind gusts.",2
64890,CENTRAL COAST (ZONE), ,11/12/2007,500,High Wind,62.00, ,0,0,400000,0,WA,PST-8,MG,11823,Z,517,SEW,0,0,ASOS, , , , , , , , ,11/12/2007,1000, , , , ,"Nearly 20,000 residents lost power.","Deep low pressure moved from the eastern Pacific northeast into northern Vancouver Island, creating strong pressure differences and strong damaging southerly winds across much of western Washington. The wind blew down trees and knocked power to nearly 240,000 customers at the height of the storm, including about 180,000 in the Puget Sound region.",3
64891,NORTH COAST (ZONE), ,11/12/2007,500,High Wind,58.00, ,0,0,100000,0,WA,PST-8,MG,11823,Z,516,SEW,0,0,ASOS, , , , , , , , ,11/12/2007,1000, , , , ,"Nearly 5,000 residents lost power.","Deep low pressure moved from the eastern Pacific northeast into northern Vancouver Island, creating strong pressure differences and strong damaging southerly winds across much of western Washington. The wind blew down trees and knocked power to nearly 240,000 customers at the height of the storm, including about 180,000 in the Puget Sound region.",4
64894,ADMIRALTY INLET AREA (ZONE), ,11/12/2007,600,High Wind,54.00, ,0,0,400000,0,WA,PST-8,MG,11823,Z,510,SEW,0,0,Trained Spotter, , , , , , , , ,11/12/2007,1000, , , , ,"Nearly 20,000 people lost power.","Deep low pressure moved from the eastern Pacific northeast into northern Vancouver Island, creating strong pressure differences and strong damaging southerly winds across much of western Washington. The wind blew down trees and knocked power to nearly 240,000 customers at the height of the storm, including about 180,000 in the Puget Sound region.",5
64893,WESTERN WHATCOM COUNTY (ZONE), ,11/12/2007,600,High Wind,84.00, ,0,0,600000,0,WA,PST-8,MG,11823,Z,503,SEW,0,0,Trained Spotter, , , , , , , , ,11/12/2007,1000, , , , ,"Nearly 30,000 people lost power.  In Bellingham, a roof canopy blew off a gas station and a roof blew off a home.  Trees fell across roads, power lines and on a few homes.","Deep low pressure moved from the eastern Pacific northeast into northern Vancouver Island, creating strong pressure differences and strong damaging southerly winds across much of western Washington. The wind blew down trees and knocked power to nearly 240,000 customers at the height of the storm, including about 180,000 in the Puget Sound region.",6
110918,OLYMPICS (ZONE), ,11/12/2007,600,High Wind,52.00, ,0,0,0,0,WA,PST-8,MS,11823,Z,513,SEW,0,0,Other Federal Agency, , , , , , , , ,11/12/2007,1000, , , , ,"","Deep low pressure moved from the eastern Pacific northeast into northern Vancouver Island, creating strong pressure differences and strong damaging southerly winds across much of western Washington. The wind blew down trees and knocked power to nearly 240,000 customers at the height of the storm, including about 180,000 in the Puget Sound region.",7
64896,SAN JUAN (ZONE), ,11/12/2007,600,High Wind,53.00, ,0,0,200000,0,WA,PST-8,MG,11823,Z,1,SEW,0,0,ASOS, , , , , , , , ,11/12/2007,1000, , , , ,"Nearly 10,000 people lost power.","Deep low pressure moved from the eastern Pacific northeast into northern Vancouver Island, creating strong pressure differences and strong damaging southerly winds across much of western Washington. The wind blew down trees and knocked power to nearly 240,000 customers at the height of the storm, including about 180,000 in the Puget Sound region.",8
64895,WESTERN SKAGIT COUNTY (ZONE), ,11/12/2007,600,High Wind,63.00, ,0,0,200000,0,WA,PST-8,MG,11823,Z,506,SEW,0,0,Trained Spotter, , , , , , , , ,11/12/2007,1000, , , , ,"Nearly 10,000 people lost power.","Deep low pressure moved from the eastern Pacific northeast into northern Vancouver Island, creating strong pressure differences and strong damaging southerly winds across much of western Washington. The wind blew down trees and knocked power to nearly 240,000 customers at the height of the storm, including about 180,000 in the Puget Sound region.",9
66172,SOUTH COAST (ZONE), ,11/12/2007,630,High Wind,67.00, ,0,0,0,0,WA,PST-8,MG,12105,Z,21,PQR,0,0,Other Federal Agency, , , , , , , , ,11/12/2007,800, , , , ,"Winds were reported at the Toke Point NOS tide gauge, and recorded sustained winds of 50 kt. Other wind reports include: gusts to 61 kt at Bay Center; gusts to 60 kt at Oysterville.","A powerful pacific storm brought very strong winds to portions of southwest Washington.  Many locations along the coast saw wind gusts in excess of 80 mph, while areas inland saw less severe, however still damaging, winds.  Power outages were sustained in multiple communities across the area. At it's peak, approximately 17000 Washington customers were without power due to this storm. Many power outages were due to downed trees or tree limbs knocking down power lines.  This also caused multiple highways from the coast to the interior to be closed.",10
